,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2024-12-14 00:00:00+01:00,464.0,0.0,0.0,14864.0,288.0,28.0,0.0,0.0,0.0,356.0,76.0,1012.0,2640.0,0.0,5108.0,48.0,88.0,44.0,228.0,0.0,1656.0
2024-12-14 00:15:00+01:00,460.0,0.0,0.0,13236.0,288.0,28.0,0.0,0.0,0.0,716.0,76.0,1024.0,3352.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,1836.0
2024-12-14 00:30:00+01:00,464.0,0.0,0.0,11972.0,288.0,28.0,0.0,0.0,0.0,1108.0,76.0,1012.0,3592.0,0.0,5104.0,48.0,80.0,44.0,220.0,0.0,1944.0
2024-12-14 00:45:00+01:00,464.0,0.0,0.0,11560.0,288.0,28.0,0.0,0.0,0.0,1080.0,76.0,1008.0,3144.0,0.0,5104.0,48.0,80.0,44.0,216.0,0.0,2080.0
2024-12-14 01:00:00+01:00,468.0,0.0,0.0,11276.0,288.0,28.0,0.0,0.0,0.0,1112.0,76.0,996.0,2660.0,0.0,5104.0,48.0,80.0,44.0,216.0,0.0,2260.0
2024-12-14 01:15:00+01:00,464.0,0.0,0.0,10524.0,288.0,28.0,0.0,0.0,0.0,1232.0,76.0,968.0,3176.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2352.0
2024-12-14 01:30:00+01:00,468.0,0.0,0.0,10256.0,288.0,28.0,0.0,0.0,0.0,1116.0,88.0,980.0,3112.0,0.0,5104.0,48.0,76.0,44.0,220.0,0.0,2360.0
2024-12-14 01:45:00+01:00,468.0,0.0,0.0,10184.0,288.0,28.0,0.0,0.0,0.0,1132.0,108.0,1004.0,2688.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2388.0
2024-12-14 02:00:00+01:00,460.0,0.0,0.0,10156.0,288.0,28.0,0.0,0.0,0.0,1032.0,112.0,996.0,2480.0,0.0,5104.0,48.0,76.0,44.0,224.0,0.0,2468.0
2024-12-14 02:15:00+01:00,468.0,0.0,0.0,10064.0,272.0,28.0,0.0,0.0,0.0,808.0,108.0,972.0,2304.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2532.0
2024-12-14 02:30:00+01:00,468.0,0.0,0.0,10012.0,252.0,28.0,0.0,0.0,0.0,800.0,108.0,972.0,2040.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2568.0
2024-12-14 02:45:00+01:00,468.0,0.0,0.0,10012.0,248.0,28.0,0.0,0.0,0.0,752.0,108.0,968.0,1916.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2572.0
2024-12-14 03:00:00+01:00,468.0,0.0,0.0,9768.0,248.0,28.0,0.0,0.0,0.0,680.0,112.0,968.0,1796.0,0.0,5104.0,48.0,80.0,44.0,228.0,0.0,2628.0
2024-12-14 03:15:00+01:00,468.0,0.0,0.0,9584.0,248.0,28.0,0.0,0.0,0.0,616.0,108.0,976.0,1856.0,0.0,5104.0,48.0,80.0,44.0,224.0,0.0,2640.0
2024-12-14 03:30:00+01:00,464.0,0.0,0.0,9796.0,248.0,28.0,0.0,0.0,0.0,596.0,112.0,980.0,1948.0,0.0,5104.0,48.0,76.0,44.0,228.0,0.0,2624.0
2024-12-14 03:45:00+01:00,464.0,0.0,0.0,9708.0,248.0,28.0,0.0,0.0,0.0,584.0,112.0,984.0,1800.0,0.0,5100.0,48.0,76.0,44.0,224.0,0.0,2656.0
2024-12-14 04:00:00+01:00,460.0,0.0,0.0,9516.0,252.0,28.0,0.0,0.0,0.0,576.0,120.0,972.0,1772.0,0.0,5100.0,48.0,80.0,48.0,224.0,0.0,2692.0
2024-12-14 04:15:00+01:00,460.0,0.0,0.0,9540.0,252.0,28.0,0.0,0.0,0.0,452.0,164.0,960.0,1860.0,0.0,5100.0,48.0,80.0,48.0,224.0,0.0,2756.0
2024-12-14 04:30:00+01:00,460.0,0.0,0.0,9552.0,252.0,28.0,0.0,0.0,0.0,388.0,164.0,964.0,1824.0,0.0,5100.0,48.0,76.0,52.0,224.0,0.0,2760.0
2024-12-14 04:45:00+01:00,460.0,0.0,0.0,9680.0,248.0,28.0,0.0,0.0,0.0,388.0,164.0,960.0,1940.0,0.0,5100.0,48.0,76.0,52.0,224.0,0.0,2704.0
2024-12-14 05:00:00+01:00,460.0,0.0,0.0,9728.0,248.0,28.0,0.0,0.0,0.0,392.0,164.0,960.0,1972.0,0.0,5100.0,48.0,76.0,52.0,224.0,0.0,2700.0
2024-12-14 05:15:00+01:00,460.0,0.0,0.0,9704.0,252.0,28.0,0.0,0.0,0.0,420.0,164.0,984.0,1972.0,0.0,5104.0,48.0,76.0,56.0,224.0,0.0,2708.0
2024-12-14 05:30:00+01:00,456.0,0.0,0.0,9684.0,252.0,28.0,0.0,0.0,0.0,476.0,164.0,984.0,1892.0,0.0,5100.0,48.0,76.0,56.0,224.0,0.0,2740.0
2024-12-14 05:45:00+01:00,452.0,0.0,0.0,9688.0,252.0,28.0,0.0,0.0,0.0,480.0,164.0,984.0,1892.0,0.0,5100.0,48.0,76.0,60.0,224.0,0.0,2820.0
2024-12-14 06:00:00+01:00,464.0,0.0,0.0,9680.0,252.0,28.0,0.0,0.0,0.0,548.0,148.0,972.0,1896.0,0.0,5100.0,48.0,76.0,60.0,224.0,0.0,2892.0
2024-12-14 06:15:00+01:00,468.0,0.0,0.0,9800.0,252.0,28.0,0.0,0.0,0.0,588.0,108.0,948.0,1876.0,0.0,5100.0,48.0,76.0,56.0,224.0,0.0,2992.0
2024-12-14 06:30:00+01:00,464.0,0.0,0.0,10220.0,252.0,28.0,0.0,0.0,0.0,588.0,108.0,972.0,1932.0,0.0,5100.0,48.0,72.0,56.0,220.0,0.0,3056.0
2024-12-14 06:45:00+01:00,460.0,0.0,0.0,10388.0,252.0,28.0,0.0,0.0,0.0,600.0,84.0,976.0,1980.0,0.0,5100.0,48.0,76.0,56.0,220.0,0.0,3104.0
2024-12-14 07:00:00+01:00,456.0,0.0,0.0,10268.0,252.0,28.0,0.0,0.0,0.0,648.0,76.0,984.0,2012.0,0.0,5100.0,52.0,72.0,56.0,220.0,0.0,3236.0
2024-12-14 07:15:00+01:00,456.0,0.0,0.0,10100.0,252.0,28.0,0.0,0.0,0.0,720.0,76.0,972.0,2492.0,0.0,5104.0,52.0,76.0,56.0,224.0,0.0,3280.0
2024-12-14 07:30:00+01:00,452.0,0.0,0.0,10232.0,252.0,28.0,0.0,0.0,0.0,740.0,76.0,984.0,2568.0,0.0,5104.0,52.0,76.0,56.0,220.0,0.0,3308.0
2024-12-14 07:45:00+01:00,460.0,0.0,0.0,10524.0,252.0,28.0,0.0,0.0,0.0,756.0,76.0,1016.0,2596.0,0.0,5100.0,52.0,76.0,56.0,224.0,0.0,3412.0
2024-12-14 08:00:00+01:00,460.0,0.0,0.0,10704.0,248.0,28.0,0.0,0.0,0.0,772.0,76.0,988.0,2696.0,0.0,5100.0,52.0,76.0,56.0,220.0,0.0,3488.0
2024-12-14 08:15:00+01:00,464.0,0.0,0.0,10196.0,248.0,28.0,0.0,0.0,0.0,764.0,76.0,1008.0,3084.0,0.0,5100.0,52.0,80.0,60.0,224.0,0.0,3496.0
2024-12-14 08:30:00+01:00,460.0,0.0,0.0,10084.0,248.0,28.0,0.0,0.0,0.0,772.0,76.0,1008.0,3396.0,0.0,5100.0,52.0,76.0,92.0,224.0,0.0,3544.0
2024-12-14 08:45:00+01:00,460.0,0.0,0.0,10040.0,252.0,28.0,0.0,0.0,0.0,860.0,76.0,1016.0,3452.0,0.0,5100.0,48.0,76.0,280.0,224.0,0.0,3568.0
2024-12-14 09:00:00+01:00,464.0,0.0,0.0,10244.0,252.0,28.0,0.0,0.0,0.0,896.0,76.0,1016.0,3132.0,0.0,5100.0,48.0,80.0,784.0,220.0,0.0,3564.0
2024-12-14 09:15:00+01:00,464.0,0.0,0.0,10464.0,252.0,28.0,0.0,0.0,0.0,744.0,76.0,1052.0,3392.0,0.0,5100.0,52.0,80.0,1708.0,220.0,0.0,3528.0
2024-12-14 09:30:00+01:00,464.0,0.0,0.0,10324.0,252.0,24.0,0.0,0.0,0.0,656.0,76.0,1032.0,3200.0,0.0,5100.0,52.0,80.0,3084.0,224.0,0.0,3504.0
2024-12-14 09:45:00+01:00,460.0,0.0,0.0,9828.0,252.0,28.0,0.0,0.0,0.0,576.0,76.0,1020.0,2876.0,0.0,5100.0,52.0,76.0,4324.0,220.0,0.0,3488.0
2024-12-14 10:00:00+01:00,468.0,0.0,0.0,9156.0,252.0,28.0,0.0,0.0,0.0,412.0,76.0,1012.0,2692.0,0.0,5104.0,52.0,80.0,5764.0,220.0,0.0,3476.0
2024-12-14 10:15:00+01:00,464.0,0.0,0.0,8812.0,252.0,28.0,0.0,0.0,0.0,776.0,128.0,1004.0,3000.0,0.0,5104.0,52.0,76.0,7508.0,216.0,0.0,3480.0
2024-12-14 10:30:00+01:00,472.0,0.0,0.0,8080.0,252.0,28.0,0.0,0.0,0.0,732.0,128.0,1000.0,2560.0,0.0,5104.0,52.0,72.0,9008.0,196.0,0.0,3396.0
2024-12-14 10:45:00+01:00,468.0,0.0,0.0,7836.0,252.0,28.0,0.0,0.0,0.0,368.0,284.0,988.0,2072.0,0.0,5104.0,52.0,68.0,10088.0,208.0,0.0,3248.0
2024-12-14 11:00:00+01:00,468.0,0.0,0.0,7500.0,252.0,28.0,0.0,0.0,0.0,348.0,372.0,988.0,1916.0,0.0,5104.0,52.0,68.0,10740.0,208.0,0.0,3124.0
2024-12-14 11:15:00+01:00,468.0,0.0,0.0,7344.0,252.0,28.0,0.0,0.0,0.0,436.0,304.0,996.0,2512.0,0.0,5104.0,48.0,68.0,11260.0,212.0,0.0,3056.0
2024-12-14 11:30:00+01:00,464.0,0.0,0.0,6968.0,252.0,28.0,0.0,0.0,0.0,640.0,152.0,984.0,2616.0,0.0,5104.0,52.0,72.0,11488.0,212.0,0.0,3032.0
2024-12-14 11:45:00+01:00,460.0,0.0,0.0,6776.0,252.0,28.0,0.0,0.0,0.0,544.0,152.0,976.0,2336.0,0.0,5104.0,52.0,72.0,11656.0,216.0,0.0,2992.0
2024-12-14 12:00:00+01:00,464.0,0.0,0.0,6816.0,252.0,28.0,0.0,0.0,0.0,612.0,160.0,976.0,1708.0,0.0,5104.0,52.0,76.0,12036.0,216.0,0.0,3032.0
2024-12-14 12:15:00+01:00,464.0,0.0,0.0,6940.0,252.0,28.0,0.0,0.0,0.0,628.0,268.0,944.0,1524.0,0.0,5104.0,52.0,76.0,12112.0,216.0,0.0,3152.0
2024-12-14 12:30:00+01:00,456.0,0.0,0.0,6700.0,252.0,28.0,0.0,0.0,0.0,964.0,280.0,932.0,1416.0,0.0,5104.0,52.0,76.0,12232.0,216.0,0.0,3400.0
2024-12-14 12:45:00+01:00,468.0,0.0,0.0,6920.0,252.0,28.0,0.0,0.0,0.0,268.0,400.0,928.0,1432.0,0.0,5104.0,52.0,76.0,12508.0,216.0,0.0,3664.0
2024-12-14 13:00:00+01:00,464.0,0.0,0.0,6944.0,252.0,28.0,0.0,0.0,0.0,232.0,700.0,932.0,1432.0,0.0,5104.0,52.0,76.0,12344.0,220.0,0.0,3812.0
2024-12-14 13:15:00+01:00,464.0,0.0,0.0,6772.0,252.0,28.0,0.0,0.0,0.0,120.0,696.0,960.0,1296.0,0.0,5104.0,52.0,76.0,12432.0,220.0,0.0,3976.0
2024-12-14 13:30:00+01:00,464.0,0.0,0.0,6716.0,252.0,28.0,0.0,0.0,0.0,108.0,696.0,964.0,1256.0,0.0,5108.0,52.0,76.0,12240.0,220.0,0.0,4168.0
2024-12-14 13:45:00+01:00,464.0,0.0,0.0,6656.0,252.0,28.0,0.0,0.0,0.0,108.0,696.0,968.0,1216.0,0.0,5104.0,52.0,76.0,12088.0,220.0,0.0,4396.0
2024-12-14 14:00:00+01:00,468.0,0.0,0.0,6576.0,252.0,28.0,0.0,0.0,0.0,108.0,884.0,972.0,1188.0,0.0,5108.0,48.0,72.0,11812.0,224.0,0.0,4684.0
2024-12-14 14:15:00+01:00,464.0,0.0,0.0,6660.0,252.0,20.0,0.0,0.0,0.0,76.0,960.0,980.0,1292.0,0.0,5104.0,48.0,72.0,11588.0,228.0,0.0,4860.0
2024-12-14 14:30:00+01:00,468.0,0.0,0.0,6756.0,252.0,20.0,0.0,0.0,0.0,48.0,952.0,1004.0,1436.0,0.0,5104.0,52.0,72.0,11356.0,224.0,0.0,4980.0
2024-12-14 14:45:00+01:00,460.0,0.0,0.0,6568.0,252.0,20.0,0.0,0.0,0.0,268.0,836.0,996.0,1316.0,0.0,5104.0,52.0,72.0,11028.0,228.0,0.0,5200.0
2024-12-14 15:00:00+01:00,464.0,0.0,0.0,6480.0,252.0,16.0,0.0,0.0,0.0,344.0,864.0,984.0,1104.0,0.0,5104.0,52.0,72.0,10884.0,228.0,0.0,5296.0
2024-12-14 15:15:00+01:00,464.0,0.0,0.0,6488.0,252.0,16.0,0.0,0.0,0.0,420.0,900.0,968.0,1164.0,0.0,5104.0,52.0,72.0,10756.0,228.0,0.0,5368.0
2024-12-14 15:30:00+01:00,460.0,0.0,0.0,6868.0,252.0,16.0,0.0,0.0,0.0,328.0,912.0,980.0,1268.0,0.0,5104.0,52.0,72.0,10260.0,228.0,0.0,5416.0
2024-12-14 15:45:00+01:00,460.0,0.0,0.0,7028.0,252.0,16.0,0.0,0.0,0.0,444.0,912.0,984.0,1440.0,0.0,5100.0,52.0,72.0,9612.0,224.0,0.0,5488.0
2024-12-14 16:00:00+01:00,468.0,0.0,0.0,7388.0,248.0,16.0,0.0,0.0,0.0,448.0,752.0,992.0,1536.0,0.0,5100.0,52.0,72.0,8692.0,228.0,0.0,5428.0
2024-12-14 16:15:00+01:00,468.0,0.0,0.0,8052.0,248.0,16.0,0.0,0.0,0.0,512.0,744.0,1004.0,1464.0,0.0,5100.0,52.0,72.0,7528.0,224.0,0.0,5092.0
2024-12-14 16:30:00+01:00,468.0,0.0,0.0,8996.0,252.0,16.0,0.0,0.0,0.0,460.0,724.0,1020.0,1660.0,0.0,5100.0,52.0,72.0,6124.0,224.0,0.0,5256.0
2024-12-14 16:45:00+01:00,472.0,0.0,0.0,10140.0,252.0,16.0,0.0,0.0,0.0,416.0,724.0,1040.0,2060.0,0.0,5100.0,52.0,72.0,4512.0,224.0,0.0,5316.0
2024-12-14 17:00:00+01:00,468.0,0.0,0.0,11056.0,252.0,16.0,0.0,0.0,0.0,596.0,252.0,1020.0,2324.0,0.0,5100.0,52.0,72.0,3224.0,224.0,0.0,5292.0
2024-12-14 17:15:00+01:00,464.0,0.0,0.0,10756.0,252.0,16.0,0.0,0.0,0.0,704.0,228.0,1048.0,2516.0,0.0,5100.0,52.0,76.0,2084.0,224.0,0.0,5300.0
2024-12-14 17:30:00+01:00,464.0,0.0,0.0,11252.0,252.0,16.0,0.0,0.0,0.0,960.0,228.0,1060.0,3288.0,0.0,5100.0,52.0,76.0,1064.0,224.0,0.0,5280.0
2024-12-14 17:45:00+01:00,468.0,0.0,0.0,12148.0,252.0,16.0,0.0,0.0,0.0,996.0,132.0,1072.0,3144.0,0.0,5100.0,52.0,76.0,452.0,228.0,0.0,5432.0
2024-12-14 18:00:00+01:00,464.0,0.0,0.0,12524.0,252.0,16.0,0.0,0.0,0.0,1156.0,76.0,1076.0,3036.0,0.0,5100.0,52.0,76.0,148.0,228.0,0.0,5680.0
2024-12-14 18:15:00+01:00,464.0,0.0,0.0,11884.0,252.0,16.0,0.0,0.0,0.0,1356.0,16.0,1060.0,3348.0,0.0,5104.0,52.0,76.0,56.0,228.0,0.0,5920.0
2024-12-14 18:30:00+01:00,464.0,0.0,0.0,11884.0,252.0,16.0,0.0,0.0,0.0,1248.0,0.0,1060.0,3644.0,0.0,5104.0,56.0,76.0,52.0,224.0,0.0,6180.0
2024-12-14 18:45:00+01:00,460.0,0.0,0.0,11840.0,252.0,16.0,0.0,0.0,0.0,1220.0,0.0,1064.0,3748.0,0.0,5104.0,52.0,76.0,52.0,228.0,0.0,6368.0
2024-12-14 19:00:00+01:00,464.0,0.0,0.0,11792.0,252.0,16.0,0.0,0.0,0.0,1216.0,0.0,1068.0,3816.0,0.0,5104.0,52.0,76.0,52.0,224.0,0.0,6480.0
2024-12-14 19:15:00+01:00,464.0,0.0,0.0,11776.0,252.0,16.0,0.0,0.0,0.0,1252.0,0.0,1064.0,3720.0,0.0,5104.0,52.0,76.0,52.0,224.0,0.0,6312.0
2024-12-14 19:30:00+01:00,464.0,0.0,0.0,11736.0,252.0,16.0,0.0,0.0,0.0,1236.0,0.0,1064.0,3824.0,0.0,5104.0,52.0,76.0,52.0,228.0,0.0,6420.0
2024-12-14 19:45:00+01:00,464.0,0.0,0.0,11728.0,252.0,16.0,0.0,0.0,0.0,1236.0,40.0,1068.0,3944.0,0.0,5104.0,52.0,76.0,52.0,228.0,0.0,6536.0
2024-12-14 20:00:00+01:00,460.0,0.0,0.0,11732.0,252.0,16.0,0.0,0.0,0.0,1228.0,52.0,1068.0,3840.0,0.0,5104.0,52.0,76.0,52.0,220.0,0.0,6764.0
2024-12-14 20:15:00+01:00,456.0,0.0,0.0,11836.0,252.0,20.0,0.0,0.0,0.0,1236.0,52.0,1068.0,3864.0,0.0,5104.0,56.0,76.0,52.0,220.0,0.0,6904.0
2024-12-14 20:30:00+01:00,460.0,0.0,0.0,11776.0,252.0,16.0,0.0,0.0,0.0,1196.0,52.0,1076.0,3828.0,0.0,5104.0,52.0,76.0,52.0,220.0,0.0,6912.0
2024-12-14 20:45:00+01:00,464.0,0.0,0.0,11760.0,252.0,16.0,0.0,0.0,0.0,1192.0,52.0,1076.0,3808.0,0.0,5104.0,56.0,76.0,52.0,220.0,0.0,7020.0
2024-12-14 21:00:00+01:00,460.0,0.0,0.0,11820.0,252.0,20.0,0.0,0.0,0.0,1192.0,52.0,1068.0,3780.0,0.0,5104.0,56.0,76.0,52.0,220.0,0.0,6956.0
2024-12-14 21:15:00+01:00,456.0,0.0,0.0,12060.0,252.0,20.0,0.0,0.0,0.0,1188.0,0.0,1044.0,3664.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,6952.0
2024-12-14 21:30:00+01:00,460.0,0.0,0.0,12032.0,256.0,20.0,0.0,0.0,0.0,1028.0,0.0,1040.0,3428.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,7068.0
2024-12-14 21:45:00+01:00,460.0,0.0,0.0,11920.0,256.0,20.0,0.0,0.0,0.0,960.0,0.0,1044.0,3228.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,7164.0
2024-12-14 22:00:00+01:00,468.0,0.0,0.0,11908.0,256.0,20.0,0.0,0.0,0.0,956.0,0.0,1040.0,2964.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,7252.0
2024-12-14 22:15:00+01:00,468.0,0.0,0.0,11908.0,268.0,20.0,0.0,0.0,0.0,936.0,0.0,1032.0,3052.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,7568.0
2024-12-14 22:30:00+01:00,460.0,0.0,0.0,11388.0,280.0,20.0,0.0,0.0,0.0,932.0,0.0,1020.0,2912.0,0.0,5100.0,56.0,76.0,52.0,224.0,0.0,7816.0
2024-12-14 22:45:00+01:00,468.0,0.0,0.0,11292.0,280.0,20.0,0.0,0.0,0.0,848.0,0.0,1016.0,2516.0,0.0,5100.0,56.0,76.0,52.0,220.0,0.0,7836.0
2024-12-14 23:00:00+01:00,460.0,0.0,0.0,11112.0,280.0,20.0,0.0,0.0,0.0,768.0,92.0,1004.0,2220.0,0.0,5104.0,56.0,76.0,52.0,220.0,0.0,7932.0
2024-12-14 23:15:00+01:00,464.0,0.0,0.0,11104.0,296.0,20.0,0.0,0.0,0.0,504.0,188.0,1008.0,1808.0,0.0,5104.0,56.0,76.0,48.0,224.0,0.0,8004.0
2024-12-14 23:30:00+01:00,460.0,0.0,0.0,10604.0,328.0,20.0,0.0,0.0,0.0,500.0,228.0,1004.0,1764.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,7884.0
2024-12-14 23:45:00+01:00,464.0,0.0,0.0,10056.0,344.0,16.0,0.0,0.0,0.0,488.0,228.0,980.0,1592.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,7924.0
2024-12-15 00:00:00+01:00,428.0,0.0,0.0,9480.0,348.0,12.0,0.0,0.0,0.0,460.0,228.0,964.0,1368.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,8020.0
2024-12-15 00:15:00+01:00,444.0,0.0,0.0,8860.0,308.0,12.0,0.0,0.0,0.0,412.0,132.0,956.0,1636.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,8136.0
2024-12-15 00:30:00+01:00,456.0,0.0,0.0,8064.0,256.0,12.0,0.0,0.0,0.0,404.0,112.0,920.0,1664.0,0.0,5108.0,56.0,76.0,48.0,224.0,0.0,8000.0
2024-12-15 00:45:00+01:00,456.0,0.0,0.0,7620.0,252.0,12.0,0.0,0.0,0.0,344.0,76.0,924.0,1628.0,0.0,5108.0,56.0,80.0,48.0,224.0,0.0,7932.0
2024-12-15 01:00:00+01:00,456.0,0.0,0.0,7276.0,248.0,12.0,0.0,0.0,0.0,364.0,80.0,904.0,1516.0,0.0,5104.0,52.0,80.0,48.0,228.0,0.0,7788.0
2024-12-15 01:15:00+01:00,424.0,0.0,0.0,7284.0,248.0,12.0,0.0,0.0,0.0,220.0,248.0,896.0,1116.0,0.0,5104.0,52.0,80.0,48.0,224.0,0.0,7828.0
2024-12-15 01:30:00+01:00,436.0,0.0,0.0,6824.0,252.0,12.0,0.0,0.0,0.0,120.0,260.0,900.0,1204.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,7968.0
2024-12-15 01:45:00+01:00,452.0,0.0,0.0,6420.0,252.0,12.0,0.0,0.0,0.0,80.0,296.0,896.0,1092.0,0.0,5108.0,48.0,80.0,48.0,220.0,0.0,8116.0
2024-12-15 02:00:00+01:00,460.0,0.0,0.0,6144.0,252.0,12.0,0.0,0.0,0.0,48.0,472.0,892.0,1052.0,0.0,5104.0,52.0,80.0,48.0,220.0,0.0,8184.0
2024-12-15 02:15:00+01:00,464.0,0.0,0.0,6544.0,252.0,12.0,0.0,0.0,0.0,68.0,592.0,908.0,1236.0,0.0,5104.0,52.0,80.0,48.0,220.0,0.0,8320.0
2024-12-15 02:30:00+01:00,460.0,0.0,0.0,6516.0,252.0,12.0,0.0,0.0,0.0,56.0,640.0,904.0,1072.0,0.0,5104.0,52.0,80.0,48.0,220.0,0.0,8420.0
2024-12-15 02:45:00+01:00,452.0,0.0,0.0,6416.0,252.0,12.0,0.0,0.0,0.0,60.0,640.0,876.0,1104.0,0.0,5104.0,48.0,80.0,48.0,220.0,0.0,8256.0
2024-12-15 03:00:00+01:00,456.0,0.0,0.0,6412.0,252.0,12.0,0.0,0.0,0.0,56.0,684.0,904.0,1236.0,0.0,5104.0,52.0,76.0,48.0,220.0,0.0,8108.0
2024-12-15 03:15:00+01:00,456.0,0.0,0.0,6460.0,252.0,12.0,0.0,0.0,0.0,36.0,1008.0,880.0,1148.0,0.0,5104.0,48.0,76.0,48.0,224.0,0.0,8276.0
2024-12-15 03:30:00+01:00,444.0,0.0,0.0,6292.0,252.0,12.0,0.0,0.0,0.0,36.0,1112.0,856.0,1016.0,0.0,5104.0,48.0,76.0,48.0,224.0,0.0,8464.0
2024-12-15 03:45:00+01:00,440.0,0.0,0.0,6076.0,252.0,12.0,0.0,0.0,0.0,32.0,1132.0,844.0,1020.0,0.0,5104.0,52.0,76.0,48.0,224.0,0.0,8580.0
2024-12-15 04:00:00+01:00,440.0,0.0,0.0,5812.0,252.0,12.0,0.0,0.0,0.0,36.0,1160.0,852.0,972.0,0.0,5104.0,52.0,72.0,48.0,224.0,0.0,8688.0
2024-12-15 04:15:00+01:00,436.0,0.0,0.0,5836.0,252.0,12.0,0.0,0.0,0.0,52.0,1200.0,888.0,928.0,0.0,5100.0,52.0,72.0,48.0,228.0,0.0,8932.0
2024-12-15 04:30:00+01:00,436.0,0.0,0.0,5724.0,252.0,12.0,0.0,0.0,0.0,44.0,1292.0,852.0,832.0,0.0,5104.0,48.0,72.0,44.0,224.0,0.0,9060.0
2024-12-15 04:45:00+01:00,428.0,0.0,0.0,5660.0,252.0,12.0,0.0,0.0,0.0,40.0,1372.0,856.0,828.0,0.0,5104.0,48.0,76.0,32.0,224.0,0.0,9180.0
2024-12-15 05:00:00+01:00,444.0,0.0,0.0,5460.0,252.0,12.0,0.0,0.0,0.0,36.0,1436.0,856.0,764.0,0.0,5104.0,48.0,76.0,32.0,224.0,0.0,9308.0
2024-12-15 05:15:00+01:00,448.0,0.0,0.0,5484.0,252.0,12.0,0.0,0.0,0.0,52.0,1512.0,860.0,808.0,0.0,5100.0,48.0,72.0,32.0,224.0,0.0,9344.0
2024-12-15 05:30:00+01:00,448.0,0.0,0.0,5396.0,252.0,12.0,0.0,0.0,0.0,52.0,1512.0,896.0,804.0,0.0,5100.0,48.0,76.0,32.0,220.0,0.0,9396.0
2024-12-15 05:45:00+01:00,444.0,0.0,0.0,5416.0,252.0,12.0,0.0,0.0,0.0,48.0,1544.0,896.0,776.0,0.0,5100.0,48.0,72.0,32.0,216.0,0.0,9544.0
2024-12-15 06:00:00+01:00,444.0,0.0,0.0,5492.0,252.0,12.0,0.0,0.0,0.0,52.0,1632.0,884.0,796.0,0.0,5100.0,48.0,76.0,32.0,220.0,0.0,9708.0
2024-12-15 06:15:00+01:00,452.0,0.0,0.0,5348.0,252.0,12.0,0.0,0.0,0.0,40.0,1728.0,844.0,904.0,0.0,5104.0,48.0,76.0,32.0,220.0,0.0,9684.0
2024-12-15 06:30:00+01:00,448.0,0.0,0.0,5404.0,252.0,12.0,0.0,0.0,0.0,36.0,1724.0,848.0,916.0,0.0,5100.0,48.0,76.0,32.0,220.0,0.0,9820.0
2024-12-15 06:45:00+01:00,444.0,0.0,0.0,5560.0,252.0,12.0,0.0,0.0,0.0,36.0,1724.0,856.0,964.0,0.0,5100.0,48.0,72.0,32.0,220.0,0.0,9828.0
2024-12-15 07:00:00+01:00,452.0,0.0,0.0,5692.0,252.0,12.0,0.0,0.0,0.0,32.0,1724.0,852.0,964.0,0.0,5100.0,52.0,72.0,32.0,220.0,0.0,9796.0
2024-12-15 07:15:00+01:00,448.0,0.0,0.0,5476.0,252.0,12.0,0.0,0.0,0.0,32.0,1724.0,856.0,1016.0,0.0,5104.0,52.0,72.0,32.0,220.0,0.0,9688.0
2024-12-15 07:30:00+01:00,452.0,0.0,0.0,5864.0,252.0,12.0,0.0,0.0,0.0,36.0,1724.0,856.0,1052.0,0.0,5104.0,52.0,72.0,32.0,220.0,0.0,9632.0
2024-12-15 07:45:00+01:00,448.0,0.0,0.0,6204.0,252.0,12.0,0.0,0.0,0.0,36.0,1720.0,860.0,1100.0,0.0,5104.0,52.0,72.0,32.0,220.0,0.0,9540.0
